headline,publisher,date,stock,clean_text,label
eBay (EBAY) Shares Attain a New 52-Week High of $60.47 - Analyst Blog,Zacks,3/9/2015 0:00,ABTL,ebay ebay shares attain new     week high           analyst blog,negative
10 relics of the dot-com era trading well below their old highs,Investor's Business Daily,3/9/2015 0:00,ABTL,    relics dot com era trading well old highs,positive
Semtech (SMTC) Misses Earnings in 4Q15; Revenues In Line - Analyst Blog,Zacks,3/9/2015 0:00,ABTL,semtech smtc misses earnings     revenues line analyst blog,positive
Lam Research (LRCX) Sets $1 Billion Senior Notes Price Tag - Analyst Blog,Zacks,3/6/2015 0:00,ABTL,lam research lrcx sets     billion senior notes price tag analyst blog,negative
Priceline Group Names New CEO for priceline.com Division - Analyst Blog,Zacks,3/5/2015 0:00,ABTL,priceline group names new ceo priceline com division analyst blog,negative
Tinder's New Premium Service to Cost More for Users Over 30 - Analyst Blog,Zacks,3/4/2015 0:00,ABTL,tinder new premium service cost users       analyst blog,negative
"Alibaba Accused of Fake Orders to Pad Sales, Shares Bear the Brunt - Analyst Blog",Zacks,3/4/2015 0:00,ABTL,alibaba accused fake orders pad sales shares bear brunt analyst blog,negative
Amazon.com (AMZN) Now Shows the 'Ship to Cuba' Option - Analyst Blog,Zacks,3/3/2015 0:00,ABTL,amazon com amzn shows ship cuba option analyst blog,negative
Google's Android for Work: A Blessing for Enterprises? - Analyst Blog,Zacks,3/2/2015 0:00,ABTL,google android work blessing enterprises     analyst blog,positive
Google Inc (GOOGL) Updates Flight Shopping Features - Analyst Blog,Zacks,3/2/2015 0:00,ABTL,google inc googl updates flight shopping features analyst blog,negative
Zacks Rank #1 Additions for Monday - Tale of the Tape,Zacks,3/2/2015 0:00,ABTL,zacks rank     additions monday tale tape,negative
Midday Gainers / Losers,Seeking Alpha,2/27/2015 0:00,ABTL,midday gainers losers,negative
"Autobytel +21.7% on big Q4 EPS beat, strong 2015 guidance",Seeking Alpha,2/27/2015 0:00,ABTL,autobytel         big eps beat strong       guidance,neutral
Google's Android is Finally Ready to go to Work! - Analyst Blog,Zacks,2/27/2015 0:00,ABTL,google android finally ready work     analyst blog,negative
Amazon Hits New 52-Week High due to Strong Q4 Earnings - Analyst Blog,Zacks,2/27/2015 0:00,ABTL,amazon hits new     week high due strong earnings analyst blog,neutral
"Strong Profitability Indicators: Autobytel (ABTL), Splunk (SPLK), Monster Beverage (MNST)",GuruFocus,2/27/2015 0:00,ABTL,strong profitability indicators autobytel abtl splunk splk monster beverage mnst,neutral
"Strong Profitability Indicators: Autobytel Inc (ABTL), Splunk Inc (SPLK), Monster Beverage Corp (MNST)",Small Cap Network,2/26/2015 0:00,ABTL,strong profitability indicators autobytel inc abtl splunk inc splk monster beverage corp mnst,neutral
Autobytel (ABTL) CEO Jeff Coats on Q4 2014 Results - Earnings Call Transcript,Seeking Alpha,2/26/2015 0:00,ABTL,autobytel abtl ceo jeff coats        results earnings call transcript,negative
Priceline (PCLN) Prices EUR 1B Unsecured Senior Notes - Analyst Blog,Zacks,2/26/2015 0:00,ABTL,priceline pcln prices eur unsecured senior notes analyst blog,negative
"Autobytel beats by $0.20, beats on revenue",Seeking Alpha,2/26/2015 0:00,ABTL,autobytel beats         beats revenue,neutral
Inaugural Books from Amazon Kindle Scout Next Week - Analyst Blog,Zacks,2/25/2015 0:00,ABTL,inaugural books amazon kindle scout next week analyst blog,negative
Is Amazon Considering Distribution Center in Shakopee? - Analyst Blog,Zacks,2/25/2015 0:00,ABTL,amazon considering distribution center shakopee     analyst blog,negative
Can The Uptrend Continue for Autobytel (ABTL)? - Tale of the Tape,Zacks,2/25/2015 0:00,ABTL,uptrend continue autobytel abtl      tale tape,neutral
FotoNation Buys Smart Sensors for Biometric Capabilities - Analyst Blog,Zacks,2/24/2015 0:00,ABTL,fotonation buys smart sensors biometric capabilities analyst blog,negative
"Amazon (AMZN) Approves Original Kids Series, Season 2 - Analyst Blog",Zacks,2/24/2015 0:00,ABTL,amazon amzn approves original kids series season      analyst blog,negative
"Carl Icahn Increases Stake in eBay, Should You Buy It Too? - Analyst Blog",Zacks,2/23/2015 0:00,ABTL,carl icahn increases stake ebay buy     analyst blog,negative
"Google, Mattel Collaborate to Bring Advanced View-Master - Analyst Blog",Zacks,2/23/2015 0:00,ABTL,google mattel collaborate bring advanced view master analyst blog,negative
Yet-to-be Launched Jet.com Raises $140M. Should Amazon Take Note? - Analyst Blog,Zacks,2/20/2015 0:00,ABTL,yet launched jet com raises      amazon take note     analyst blog,negative
Google's YouTube Set to Roll Out Kids App Next Week - Analyst Blog,Zacks,2/20/2015 0:00,ABTL,google youtube set roll kids app next week analyst blog,negative
TrueCar Drives Home Q4 Double-Digit Revenue Growth,Investor's Business Daily,2/19/2015 0:00,ABTL,truecar drives home double digit revenue growth,neutral
Amazon OKs Comedy Show 'Mozart in the Jungle' Season 2 - Analyst Blog,Zacks,2/19/2015 0:00,ABTL,amazon oks comedy show mozart jungle season      analyst blog,negative
IPO Stock Watch: TrueCar Readies Q4 Earnings,Investor's Business Daily,2/18/2015 0:00,ABTL,ipo stock watch truecar readies earnings,negative
"Applied Materials Q1 Earnings In Line, Revenues Beat - Analyst Blog",Zacks,2/12/2015 0:00,ABTL,applied materials earnings line revenues beat analyst blog,neutral
"eBay, Proxibid Ink Deal for Industrial Inventory Auctions - Analyst Blog",Zacks,2/11/2015 0:00,ABTL,ebay proxibid ink deal industrial inventory auctions analyst blog,negative
Orbitz Worldwide Reaches Settlement with Skiplagged.com - Analyst Blog,Zacks,2/10/2015 0:00,ABTL,orbitz worldwide reaches settlement skiplagged com analyst blog,negative
Why Netflix's Cuban Expansion Failed to Cheer Investors - Analyst Blog,Zacks,2/10/2015 0:00,ABTL,netflix cuban expansion failed cheer investors analyst blog,positive
Amazon's First Campus Pick Up Location at Purdue University (Revised) - Analyst Blog,Zacks,2/6/2015 0:00,ABTL,amazon first campus pick location purdue university revised     analyst blog,negative
"Cypress (CY) Tops Earnings on PSoC Strength, Cost Control - Analyst Blog",Zacks,1/23/2015 0:00,ABTL,cypress tops earnings psoc strength cost control analyst blog,neutral
Microsemi (MSCC) Q1 Earnings In Line; Q2 View Favorable - Analyst Blog,Zacks,1/23/2015 0:00,ABTL,microsemi mscc earnings line view favorable analyst blog,neutral
Alibaba to Work on China's Railway Website for Lunar Year? - Analyst Blog,Zacks,1/22/2015 0:00,ABTL,alibaba work china railway website lunar year     analyst blog,negative
Amazon (AMZN) Set to Chase Hollywood Dream - Analyst Blog,Zacks,1/21/2015 0:00,ABTL,amazon amzn set chase hollywood dream analyst blog,negative
Facebook's (FB) WhatsApp Reaches 700M Users: Targets 1B - Analyst Blog,Zacks,1/7/2015 0:00,ABTL,facebook whatsapp reaches     users targets analyst blog,negative
Netflix Recommended TV to Evaluate Smart TVs - Analyst Blog,Zacks,1/6/2015 0:00,ABTL,netflix recommended evaluate smart tvs analyst blog,negative
Third Party Vendors on Amazon Sold Over 2B Items in 2014 - Analyst Blog,Zacks,1/6/2015 0:00,ABTL,third party vendors amazon sold items         analyst blog,negative
RadioShack's Efforts Fall Flat Due to Changes in Buying Trends - Analyst Blog,Zacks,1/2/2015 0:00,ABTL,radioshack efforts fall flat due changes buying trends analyst blog,positive
3 Reasons To Buy Autobytel,Seeking Alpha,1/2/2015 0:00,ABTL,reasons buy autobytel,negative
Amazon (AMZN) Chief Loses $7.4 B of Personal Net Worth - Analyst Blog,Zacks,1/2/2015 0:00,ABTL,amazon amzn chief loses       personal net worth analyst blog,positive
Amazon to Convert Holiday Prime Trial Users to Paid Ones? - Analyst Blog,Zacks,12/31/2014 0:00,ABTL,amazon convert holiday prime trial users paid ones     analyst blog,negative
Google's Lollipop Update on More Samsung S5 Models Soon - Analyst Blog,Zacks,12/31/2014 0:00,ABTL,google lollipop update samsung models soon analyst blog,negative
Baidu Antivirus Gets Information Security Certification - Analyst Blog,Zacks,12/30/2014 0:00,ABTL,baidu antivirus gets information security certification analyst blog,negative
TrueCar Stock Drives Up As Auto Website Adds Dealers,Investor's Business Daily,12/24/2014 0:00,ABTL,truecar stock drives auto website adds dealers,neutral
eBay Collaborates with Mario Wagner to Create ART FOR ALL - Analyst Blog,Zacks,11/11/2014 0:00,ABTL,ebay collaborates mario wagner create art analyst blog,negative
Microsemi Tops Q4 Earnings on High Volume; Favorable View - Analyst Blog,Zacks,11/7/2014 0:00,ABTL,microsemi tops earnings high volume favorable view analyst blog,neutral
"Netflix to Enter Australia by 2015, Boosts Overseas Business - Analyst Blog",Zacks,11/6/2014 0:00,ABTL,netflix enter australia        boosts overseas business analyst blog,neutral
Alibaba Group (BABA) Lags Q2 Earnings on High Expenses - Analyst Blog,Zacks,11/5/2014 0:00,ABTL,alibaba group baba lags earnings high expenses analyst blog,negative
"Office Depot, Inc. (ODP) in Focus: Stock Soars 24.9% - Tale of the Tape",Zacks,11/5/2014 0:00,ABTL,office depot inc odp focus stock soars          tale tape,negative
Blue Nile Inc. (NILE) in Focus: Stock Soars 13.8% - Tale of the Tape,Zacks,10/31/2014 0:00,ABTL,blue nile inc nile focus stock soars          tale tape,negative
"Maxim Integrated Beats on Q1 Earnings, Misses Revenues - Analyst Blog",Zacks,10/28/2014 0:00,ABTL,maxim integrated beats earnings misses revenues analyst blog,neutral
Ingram Micro (IM) Rises: Stock Moves 6.4% Higher - Tale of the Tape,Zacks,10/27/2014 0:00,ABTL,ingram micro rises stock moves       higher tale tape,neutral
Falling Earnings Estimates Signal Weakness Ahead for Netflix (NFLX) - Tale of the Tape,Zacks,10/27/2014 0:00,ABTL,falling earnings estimates signal weakness ahead netflix nflx     tale tape,positive
"Lam Research Beats on Q1 Earnings, Revenues Increase Y/Y - Analyst Blog",Zacks,10/24/2014 0:00,ABTL,lam research beats earnings revenues increase analyst blog,neutral
Weakness Seen in Netflix (NFLX): Stock Tanks 19.4% - Tale of the Tape,Zacks,10/17/2014 0:00,ABTL,weakness seen netflix nflx stock tanks          tale tape,positive
Gaiam (GAIA) Jumps: Stock Moves 5.8% Higher - Tale of the Tape,Zacks,10/15/2014 0:00,ABTL,gaiam gaia jumps stock moves       higher tale tape,neutral
Zacks Rank #1 Additions for Thursday - Tale of the Tape,Zacks,10/9/2014 0:00,ABTL,zacks rank     additions thursday tale tape,negative
Liberty Ventures (LVNTA) Falls: Stock Goes Down 11.6% - Tale of the Tape,Zacks,10/7/2014 0:00,ABTL,liberty ventures lvnta falls stock goes          tale tape,positive
"Apple Now a Strong Buy, New iPhones & iPad Key Catalysts - Analyst Blog",Zacks,10/6/2014 0:00,ABTL,apple strong buy new iphones ipad key catalysts analyst blog,neutral
Zacks Rank #1 Additions for Wednesday - Tale of the Tape,Zacks,10/1/2014 0:00,ABTL,zacks rank     additions wednesday tale tape,negative
Autobytel (ABTL) in Focus: Stock Moves 9.3% Higher - Tale of the Tape,Zacks,9/15/2014 0:00,ABTL,autobytel abtl focus stock moves       higher tale tape,neutral
"Ulta Salon, Cosmetics & Fragrance (Nasdaq:ULTA) Beauty of Solid Growth, Autobytel (Nasdaq:ABTL) Upbeat Foretaste, GW Pharmaceuticals PLC- ADR (NASDAQ:GWPH) Forthcoming Perspectives",Small Cap Network,9/12/2014 0:00,ABTL,ulta salon cosmetics fragrance nasdaq ulta beauty solid growth autobytel nasdaq abtl upbeat foretaste pharmaceuticals plc adr nasdaq gwph forthcoming perspectives,neutral
e-Commerce Stocks on Which to Click (pt. 1) - Industry Outlook,Zacks,7/2/2014 0:00,ABTL,commerce stocks click        industry outlook,negative
e-Commerce Stocks on Which to Click (pt. 1) - Zacks Analyst Interviews,Zacks,7/2/2014 0:00,ABTL,commerce stocks click        zacks analyst interviews,negative
TrueCar Reverses Despite Positive Analyst Ratings,Investor's Business Daily,6/10/2014 0:00,ABTL,truecar reverses despite positive analyst ratings,neutral
Should Amazon Investors Be Worried About Alibaba? - Analyst Blog,Zacks,5/16/2014 0:00,ABTL,amazon investors worried alibaba     analyst blog,positive
"Jumei, TrueCar IPOs Price In Tech New Issue Test",Investor's Business Daily,5/16/2014 0:00,ABTL,jumei truecar ipos price tech new issue test,negative
"Upcoming IPOs Include TrueCar, Zendesk, China's Jumei",Investor's Business Daily,5/12/2014 0:00,ABTL,upcoming ipos include truecar zendesk china jumei,negative
"MannKind (MNKD) AFREZZA Well Recommended by FDA Panel, CRWE Network Reaches 311th U.S. Community Site, Autobytel (ABTL) Revenue Guidance Increased",Small Cap Network,4/2/2014 0:00,ABTL,mannkind mnkd afrezza well recommended fda panel crwe network reaches     community site autobytel abtl revenue guidance increased,neutral
Weakness Seen in Autobytel (ABTL) Estimates: Should You Stay Away? - Tale of the Tape,Zacks,3/27/2014 0:00,ABTL,weakness seen autobytel abtl estimates stay away     tale tape,positive
Autobytel (ABTL) Falls: Stock Goes Down 5.3% - Tale of the Tape,Zacks,3/7/2014 0:00,ABTL,autobytel abtl falls stock goes         tale tape,positive
e-Commerce Stock Update - March 2014 (pt. 1) - Industry Outlook,Zacks,3/4/2014 0:00,ABTL,commerce stock update march               industry outlook,neutral
e-Commerce Stock Update - March 2014 (pt. 1) - Zacks Analyst Interviews,Zacks,3/4/2014 0:00,ABTL,commerce stock update march               zacks analyst interviews,negative
eBay-Icahn Dispute Continues - Analyst Blog,Zacks,2/25/2014 0:00,ABTL,ebay icahn dispute continues analyst blog,negative
Weakness Seen in Groupon (GRPN): Stock Plunges 21.9% - Tale of the Tape,Zacks,2/24/2014 0:00,ABTL,weakness seen groupon grpn stock plunges          tale tape,positive
eBay Buys PhiSix Fashion Labs - Analyst Blog,Zacks,2/20/2014 0:00,ABTL,ebay buys phisix fashion labs analyst blog,negative
eBay CEO Expects PayPal to Grow as Its Unit - Analyst Blog,Zacks,2/19/2014 0:00,ABTL,ebay ceo expects paypal grow unit analyst blog,neutral
"Autobytel (ABTL) Shares March Higher, Can It Continue? - Tale of the Tape",Zacks,2/13/2014 0:00,ABTL,autobytel abtl shares march higher continue     tale tape,neutral
ReachLocal (RLOC) Falls: Stock Plunges 14.8% - Tale of the Tape,Zacks,2/13/2014 0:00,ABTL,reachlocal rloc falls stock plunges          tale tape,positive
Strength Seen in Autobytel (ABTL): Stock Soars 10.7% - Tale of the Tape,Zacks,2/12/2014 0:00,ABTL,strength seen autobytel abtl stock soars          tale tape,neutral
Groupon (GRPN) Crumbles: Stock Falls by 6.1% - Tale of the Tape,Zacks,2/12/2014 0:00,ABTL,groupon grpn crumbles stock falls         tale tape,negative
Why Rent-A-Center (RCII) Could Be Positioned for a Slump - Tale of the Tape,Zacks,2/12/2014 0:00,ABTL,rent center rcii could positioned slump tale tape,positive
"RetailMeNot, Vipshop Lead Internet Retail Group",Investor's Business Daily,2/11/2014 0:00,ABTL,retailmenot vipshop lead internet retail group,negative
Weakness Seen in J.C. Penney (JCP): Stock Tanks 10.6% - Tale of the Tape,Zacks,2/5/2014 0:00,ABTL,weakness seen penney jcp stock tanks          tale tape,positive
Rent-A-Center (RCII) Plunges: Stock Tanks by 22.2% - Tale of the Tape,Zacks,1/29/2014 0:00,ABTL,rent center rcii plunges stock tanks          tale tape,positive
Signet Jewelers (SIG) in Focus: Stock Moves 6.1% Higher - Tale of the Tape,Zacks,1/28/2014 0:00,ABTL,signet jewelers sig focus stock moves       higher tale tape,neutral
Strength Seen in Netflix (NFLX): Stock Up 16.5% - Tale of the Tape,Zacks,1/24/2014 0:00,ABTL,strength seen netflix nflx stock          tale tape,neutral
Etablissements Delhaize Fr (DEG) Jumps: Stock Rises 8.5% - Tale of the Tape,Zacks,1/24/2014 0:00,ABTL,etablissements delhaize deg jumps stock rises         tale tape,negative
Major Indexes Close Near Session Highs,Investor's Business Daily,1/15/2014 0:00,ABTL,major indexes close near session highs,negative
Autobytel Inc. (ABTL) Worth Watching: Stock Surges 20.8% - Tale of the Tape,Zacks,1/15/2014 0:00,ABTL,autobytel inc abtl worth watching stock surges          tale tape,neutral
Autobytel soars on purchase,Investor's Business Daily,1/14/2014 0:00,ABTL,autobytel soars purchase,negative
Autobytel Growth Strategy Puts Stock Into Gear,Investor's Business Daily,1/14/2014 0:00,ABTL,autobytel growth strategy puts stock gear,neutral
Amazon Pens 4K Ultra HD Content Deals - Analyst Blog,Zacks,1/7/2014 0:00,ABTL,amazon pens ultra content deals analyst blog,negative
